"Zona portuaria","Sociedad Portuaria","Tipo de embalaje","Exportación","Importación","Transbordo","Tránsito Internacional","Fluvial","Cabotaje","vigencia_anno","vigencia_mes"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos","28","10",,,,,"2.024","11"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","482","3.945",,,,,"2.024","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","7.770","1.102","910",,,,"2.024","11"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"115",,"2.024","11"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","2.556","838","8.331",,,"1.346","2.024","11"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","8.045","14.485","54.018",,,"961","2.024","11"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","277","1.510",,,,"777","2.024","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","10.728","2","1.802",,,,"2.024","11"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.616","2.459",,"266",,,"2.024","11"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"38","2.024","11"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"388",,"2.024","11"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","2.914","265",,"675",,,"2.024","11"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"186",,,,,"2.024","11"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","5.739","3.697","25.279",,,"2.759","2.024","11"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","4.322","318",,,,"1.121","2.024","11"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","3.399","1.114","292",,,"361","2.024","11"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","18.593","22.425","118.490",,,"5.806","2.024","11"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"194",,,,"509","2.024","11"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","38.575","12",,,,"1","2.024","12"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","2.868","234",,"98",,,"2.024","12"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","8.628","44.847",,,,"636","2.024","12"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","3.415","1.072","223",,,"544","2.024","12"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"243",,"2.024","12"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","2.190","2.824",,"386",,,"2.024","12"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"9",,,,,"2.024","12"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","9.657","11.130","45.313",,,"896","2.024","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","5.345","266","126",,,,"2.024","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","5.027","14.853","2.734",,,,"2.024","12"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"194","20",,,,"2.024","12"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","133",,,,,"696","2.024","12"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"137",,"2.024","12"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","8.322","2.680","32.791",,,"1.724","2.024","12"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"208",,,,"679","2.024","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","7.302","11.121","11.362",,,,"2.024","12"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","461","4.100",,,,,"2.024","12"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,"4","28",,,,"2.024","12"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","19.237","20.383","120.795",,,"7.310","2.024","12"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"18","38",,,,"2.024","12"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"32","2.024","12"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"574","2.024","12"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","1.945","907","10.276",,,"601","2.024","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","10.487","1.349","768",,,,"2.024","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","992","1.873",,,,"867","2.024","12"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","3.702","316",,,,"807","2.024","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","5.429","5.257","33","19",,,"2.024","12"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","1.979","1.162","9.205",,,"744","2.025","1"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"254",,"2.025","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","11.964","308","1.841",,,,"2.025","1"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"216",,,,,"2.025","1"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","7.752","3.264","41.415",,,"2.917","2.025","1"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos","11","140",,,,"495","2.025","1"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","114",,,,,"620","2.025","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.067","5.049","22","22",,,"2.025","1"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos","38","18","78",,,,"2.025","1"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.572","1.589",,"596",,,"2.025","1"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","8.174","14.443","42.197",,,"1.513","2.025","1"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","16.514","18.404","117.232",,,"4.256","2.025","1"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"10",,,,"2.025","1"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","6.556","1.519","121",,,"852","2.025","1"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","32.455","12",,,,,"2.025","1"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","1.264","723",,,,,"2.025","1"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"1",,,,,"2.025","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","5.121","10.818","12.447",,,,"2.025","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","6.106",,"3.272",,,,"2.025","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.864","2.163",,,,"798","2.025","1"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","8.881","46.290",,,,"1.258","2.025","1"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"36","2.025","1"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"2",,,,,"2.025","1"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"269",,"2.025","1"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","423","6.570",,,,,"2.025","1"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"438","2.025","1"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","5.591","424",,,,"1.133","2.025","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","1.971","17.999","1.900",,,,"2.025","1"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","6.362","1.914","24.956",,,"869","2.025","2"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","4.249","22.700",,,,"1.006","2.025","2"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","2.078","1.980","17.330",,,"1.987","2.025","2"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","86",,,,,"539","2.025","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","2.993","13.606","2.538",,,,"2.025","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","9.066",,"6",,,,"2.025","2"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"64",,,,"2.025","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","5.470","4.341",,,,,"2.025","2"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","2.410","719",,,,,"2.025","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","670","1.758",,,,"780","2.025","2"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"6",,,,,"2.025","2"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","17.633",,,,,"4","2.025","2"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"0",,,,,"2.025","2"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","11.134","7.938","46.304",,,"4.903","2.025","2"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","7.849","1.362","11",,,"273","2.025","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","7.687",,"1.570",,,,"2.025","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","9.129","18.453","7.057",,,,"2.025","2"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos",,"102",,,,,"2.025","2"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"83",,,,"518","2.025","2"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"33","2.025","2"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","5.736","292",,,,"724","2.025","2"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"180",,"2.025","2"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"221",,"2.025","2"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"77",,,,,"2.025","2"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","278","7.212",,,,,"2.025","2"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"486","2.025","2"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","2.364","2.443",,"336",,,"2.025","2"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","17.079","20.967","97.319",,,"2.131","2.025","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","12.429","126","834",,,,"2.025","3"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos","4","6","117",,,,"2.025","3"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","3.635","1.734","14.844",,,"2.003","2.025","3"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","2.756","3.117",,,,,"2.025","3"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","10.689","1.401","4",,,,"2.025","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","4.480","15.357","1.806",,,,"2.025","3"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"34","2.025","3"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","3.728","1.672","21.436",,,"1.369","2.025","3"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","12.144",,,,,,"2.025","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","9.835","23.184","8.001",,,,"2.025","3"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","222","7.020",,,,,"2.025","3"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"209",,"2.025","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","5.117","6.197",,,,,"2.025","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","9.057","2",,,,,"2.025","3"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","10.578","9.032","46.228",,,"4.553","2.025","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","2.707","1.569",,,,"1.342","2.025","3"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"227",,,,"521","2.025","3"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","6.485","562",,,,"1.338","2.025","3"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","273",,,,,"412","2.025","3"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"293","1",,,,"2.025","3"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"157",,"2.025","3"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","2.562","2.020",,,,,"2.025","3"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","17.270","26.612","120.406",,,"1.378","2.025","3"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"555","2.025","3"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,"24","510",,,"300","2.025","3"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","3.383","16.063",,,,"1.114","2.025","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","10.023","70","430",,,,"2.025","4"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,"6","1.452",,,"124","2.025","4"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","2.358","884",,,,"1.585","2.025","4"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.189","5.128",,,,"111","2.025","4"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"116",,,,"523","2.025","4"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","5.349","21.360","4.754",,,,"2.025","4"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","304","5.922",,,,,"2.025","4"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"27","2.025","4"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","10.038","1.518","8",,,"187","2.025","4"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"137",,"2.025","4"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","2.044","16.982","2.582",,,,"2.025","4"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","6.960","351","40.230",,,"753","2.025","4"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","2.683","20.438",,,,"941","2.025","4"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","15.489",,,,,,"2.025","4"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","17.111","21.368","130.546",,,"1.476","2.025","4"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"61",,"2.025","4"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos","44","42","134",,,,"2.025","4"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"2",,,,,"2.025","4"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","11.189",,"200",,,,"2.025","4"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","5.719","814",,,,"991","2.025","4"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","11.831","9.924","50.648",,,"4.122","2.025","4"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","2.829","1.512","8.953",,,"1.929","2.025","4"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","3.853","222",,,,,"2.025","4"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","2.094","3.876",,"331",,,"2.025","4"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","149",,,,,"407","2.025","4"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"272",,,,,"2.025","4"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"391","2.025","4"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","178",,,,,"647","2.025","5"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","11.532","13.964","50.401",,,"5.267","2.025","5"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"168",,"2.025","5"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","3.556","2.760",,,,,"2.025","5"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","7.460","5",,,,,"2.025","5"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"38",,,"500","2.025","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.982","6.614","104","104",,,"2.025","5"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","18.844","28.433","140.960",,,"1.657","2.025","5"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"168",,"2.025","5"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.977","4.783",,"225",,,"2.025","5"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","20.007",,,,,"18","2.025","5"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"38","2.025","5"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","5.463","24.289",,,,"946","2.025","5"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","3.449","20.819","1.069",,,,"2.025","5"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","6.585","666","32.190",,,"407","2.025","5"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","5.032","2.517","8.163",,,"2.441","2.025","5"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","11.837",,"928",,,,"2.025","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.381","1.545",,,,"2.003","2.025","5"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","6.203","796",,,,"964","2.025","5"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","486","5.638",,,,,"2.025","5"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","6.926","22.151","9.606",,,,"2.025","5"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos","1","187",,,,"600","2.025","5"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","6.802","1.831","25",,,"2","2.025","5"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"0",,,,,"2.025","5"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"204",,,,"260","2.025","5"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"593","2.025","5"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"1.116",,,"270","2.025","6"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","12.772","141","984",,,,"2.025","6"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","328","5.852",,,,,"2.025","6"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","6.065","1.998","14.772",,,"2.090","2.025","6"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","2.062","3.309",,"1.320",,,"2.025","6"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","6.905","1.448","9",,,"78","2.025","6"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS vacios",,"19",,,,,"2.025","6"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos","4","19","196",,,,"2.025","6"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","19.262","23.720","131.339",,,"2.313","2.025","6"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","6.436","24.619",,,,"1.594","2.025","6"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"39","2.025","6"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","3.734","17.244","2.239",,,,"2.025","6"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","6.792","18.967","7.772",,,,"2.025","6"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","17.544","2.142",,,,"1.019","2.025","6"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.897","5.688","175","215",,,"2.025","6"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","3.334","730",,,,,"2.025","6"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","4.916","725",,,,"722","2.025","6"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"546","2.025","6"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","13.320","12","228",,,,"2.025","6"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"185",,"2.025","6"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"3",,,,,"2.025","6"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.553","1.570",,,,"1.333","2.025","6"
